,EAR,MAR,CIR,MOE,State
0,-0.39462720583020805,-1.3815996114714528,-1.3195485855418632,0.12931276277930623,0
1,1.3734096986122137,0.42929094319663014,1.100334899039637,-1.2842705240744563,0
2,-0.9787824927820028,0.9523086682747768,0.21921368650223474,1.15495776129515,0
3,0.48683702888520264,-1.4006065350705232,1.1030543661242354,-1.2003880784206455,0
4,0.9064694281325311,0.5308158035789781,-1.317982203941164,-0.04734078293379337,0
5,-1.3933064570177336,0.8697907314915164,0.21492783781691407,1.2477288613544235,0
6,1.0196990315130576,0.7071067811865371,1.1244645521312775,-0.6746101844748482,0
7,0.33877314116968993,-1.4142135623731054,0.18052246356929244,-0.739112960496791,0
8,-1.3584721726827358,0.7071067811865371,-1.3049870157005699,1.4137231449716317,0
9,0.5253705384831808,0.3622861559333984,0.8457596971193309,-0.5775686367951798,0
10,0.8744116254733749,-1.3650187284951956,0.5587096282820851,-0.8291650777482821,0
11,-1.3997821639565575,1.002732572561778,-1.4044693254014173,1.4067337145434606,0
12,1.3849445076060325,0.02877104477187624,1.3481340475033488,-1.3999061538238864,0
13,-0.4445881414865727,1.210105870085671,-0.30406575014349035,0.5261800342254827,0
14,-0.9403563661194618,-1.2388769148575398,-1.0440682973598587,0.8737261195984032,0
15,0.45593800756214947,-1.0351912262448473,0.8561111713290349,-1.3426538221356725,0
16,-1.387318131501104,-0.3168409295992374,-1.4028915958448112,1.0559832972469292,0
17,0.9313801239389546,1.3520321558440764,0.5467804245157524,0.2866705248887177,0
18,1.2579670240945533,1.230529032326291,1.281387340686647,-1.0864037651790788,0
19,-1.1885719543135724,-0.01165145678523124,-0.12249017523161665,1.3272906175255406,0
20,-0.06939506978098528,-1.218877575541081,-1.1588971654550424,-0.2408868523464708,0
21,1.2566969017389575,-0.5449975517255677,1.311736797382612,-1.337917874980713,0
22,-0.0666237203565859,1.4026462226412382,-0.1981458508587715,0.2721191463210238,0
23,-1.1900731813823688,-0.8576486709156632,-1.1135909465238403,1.0657987286596893,0
24,-1.2728609581535268,0.0019831730937248087,-0.5132112395683155,0.831306177678792,0
25,0.10269952072191904,1.2237520806212272,1.3978596089055872,0.5751534155875765,0
26,1.1701614374315936,-1.2257352537149682,-0.8846483693372592,-1.4064595932663768,0
27,-0.004504717253536723,1.3478375117308707,-1.102459923725843,1.0213803783978288,0
28,-1.2224862994721155,-1.0447293968647862,-0.21586624294701212,0.3364146401863991,0
29,1.2269910167256477,-0.3031081148660897,1.318326166672857,-1.3577950185842351,0
30,-0.18606454813033824,-0.2547359175041605,1.413807365495261,-0.061714153889990575,0
31,-1.121066151906454,1.332080459413539,-0.6775515115588416,1.2544352405321166,0
32,1.3071307000368049,-1.0773445419093783,-0.7362558539364418,-1.192721086642126,0
33,0.9043606918313609,1.4127050783816057,0.8626346978852911,-0.7209004255005947,0
34,-1.3937741034898938,-0.7629057984789808,0.5391959345848195,1.4141232798753898,0
35,0.489413411658533,-0.6497992799026251,-1.4018306324701124,-0.6932228543747897,0
36,-0.7464827104347368,1.41320825889207,-0.6397141256576324,1.1253448882663082,0
37,-0.6669858662426869,-0.6604325716486488,-0.7724223785576708,0.1790816673078773,0
38,1.4134685766774238,-0.7527756872434156,1.4121365042152974,-1.304426555574181,0
39,-1.191938424802251,-1.3206445331217234,-1.3453205806785156,-0.33855506528418305,0
40,1.2551065983912897,0.22223150786833287,0.2950567927361285,-1.0198546512751554,0
