,ID,EAR,MAR,CIR,MOE,State
0,98,0.315070418,0.825594519,0.646964068,2.620349208,0
1,98,0.276419586,0.847758499,0.593228559,3.066926308,0
2,98,0.240105406,0.831550714,0.524245636,3.463273597,0
3,98,0.153101968,0.977899009,0.457849579,6.387239986,0
4,98,0.307821581,0.814507549,0.594802063,2.646037828,0
5,98,0.298231109,0.839615465,0.601843102,2.815318188,0
6,98,0.324365066,0.855862005,0.692999076,2.638576389,0
7,98,0.308987071,0.827286933,0.607532105,2.677416019,0
8,98,0.305428786,0.846329659,0.648616668,2.770955774,0
9,98,0.292331293,0.877088182,0.572687933,3.000322594,0
10,98,0.274130212,0.890559823,0.549416728,3.24867448,0
11,98,0.320587553,0.847881446,0.643749656,2.644773437,0
12,98,0.312975919,0.879768848,0.648137183,2.810979354,0
13,98,0.279974475,0.868762867,0.579527628,3.103007401,0
14,98,0.291709519,0.89364199,0.622863929,3.063465303,0
15,98,0.308987071,0.860477188,0.641767423,2.784832342,0
16,98,0.283349247,0.874233217,0.607068762,3.08535571,0
17,98,0.29444062,0.868471,0.67312494,2.949562456,0
18,98,0.284860792,0.877839827,0.592426172,3.081644967,0
19,98,0.249874988,0.860503628,0.57087434,3.443736547,0
20,98,0.315913188,0.826966068,0.637499937,2.617700367,0
21,98,0.28295059,0.782918497,0.630709272,2.766979551,0
22,98,0.297454931,0.823447956,0.610816501,2.768311671,0
23,98,0.304693478,0.818811111,0.623559117,2.687327331,0
24,98,0.304660702,0.839904707,0.634874185,2.756852786,0
25,98,0.327064307,0.839128777,0.632899196,2.565638497,0
26,98,0.327064307,0.845804531,0.624551093,2.586049631,0
27,98,0.334453092,0.869902997,0.630278072,2.600971609,0
28,98,0.240015913,0.833518126,0.524853283,3.472761936,0
29,98,0.349669804,0.834973033,0.63458997,2.387890014,0
30,98,0.327064307,0.860832736,0.642912308,2.631998408,0
31,98,0.34276945,0.823471226,0.66104447,2.402405538,0
32,98,0.307147558,0.831127588,0.578179286,2.705955379,0
33,98,0.338928178,0.840147072,0.697875168,2.47883512,0
34,98,0.324651286,0.84496237,0.651211011,2.6026768,0
35,98,0.334849358,0.840109928,0.642317993,2.508919036,0
36,98,0.347456112,0.822662662,0.663465766,2.367673595,0
37,98,0.320638025,0.850259206,0.639880449,2.651772835,0
38,98,0.303683174,0.829286453,0.563226187,2.730761937,0
39,98,0.328053496,0.852831702,0.627889115,2.59967265,0
40,98,0.333235953,0.852377758,0.606034923,2.557880538,0
